val_r2_score,test_r2_score,train_r2_score,bootstrap,ccp_alpha,criterion,max_depth,max_features,max_leaf_nodes,max_samples,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,n_jobs,oob_score,random_state,verbose,warm_start
0.9808440678668136,0.9668406727108335,0.9928188280004943,True,0.0,squared_error,,1.0,,,0.0,1,2,0.0,100,,False,,0,False
0.006360752905058109,-0.01970913202671354,-0.022206750957464383,True,0.0,absolute_error,,0.2,,,0.05,31,2,0.0,13,,False,,0,False
0.7737613455923503,0.7900976428330688,0.7782883239265863,False,0.0,absolute_error,4,sqrt,,,0.0,2,2,0.0,266,,False,,0,False
0.5312792045214557,0.5475472881965838,0.5236016647386811,False,0.0,absolute_error,2,sqrt,,,0.0,17,2,0.0,36,,False,,0,False
0.8138409979091265,0.8360078085723172,0.826210294485543,False,0.0,friedman_mse,2,0.7,,,0.0,24,2,0.0,24,,False,,0,False
0.6111328315475699,0.6483902048291199,0.6302578399118144,False,0.0,squared_error,2,0.4,,,0.0,4,2,0.0,33,,False,,0,False
0.6735489157496213,0.6926410741344338,0.6749954129731484,False,0.0,absolute_error,3,0.4,,,0.0,8,2,0.0,331,,False,,0,False
0.551444221679244,0.5924364972513585,0.571440563044046,False,0.0,squared_error,2,0.3,,,0.0,21,2,0.0,232,,False,,0,False
0.5956701189585465,0.6338829614048423,0.6138377164443429,True,0.0,friedman_mse,2,sqrt,,,0.0,15,2,0.0,1018,,False,,0,False
0.5981472404860224,0.6322147341930422,0.6129185570235014,True,0.0,squared_error,2,log2,,,0.0,10,3,0.0,122,,False,,0,False
0.8955550805049654,0.9059248061491151,0.9094706101401455,True,0.0,squared_error,2,0.8,,,0.0,2,2,0.0,577,,False,,0,False
0.7155160753479068,0.7480558852924126,0.7332495592022417,True,0.0,friedman_mse,3,log2,,,0.0,8,2,0.0,695,,False,,0,False
0.8157275161516875,0.8338294919444872,0.8269519107030263,True,0.0,friedman_mse,4,sqrt,,,0.0,3,3,0.0,46,,False,,0,False
-0.03865285468450552,-0.062118961159732144,-0.06300348883225126,True,0.0,absolute_error,2,0.1,,,0.01,7,2,0.0,190,,False,,0,False
0.8975998951669524,0.9134988356839524,0.9127641456555267,False,0.0,friedman_mse,,sqrt,,,0.0,16,2,0.0,2845,,False,,0,False
0.5363280071821235,0.5786526651066171,0.5577199489547571,False,0.0,friedman_mse,3,0.1,,,0.0,32,2,0.0,158,,False,,0,False
0.9620768670953662,0.964584098892595,0.9753579795533338,False,0.0,friedman_mse,3,0.9,,,0.0,29,2,0.0,74,,False,,0,False
0.5761092634498801,0.6066900206607453,0.5836096657988796,False,0.0,absolute_error,2,0.8,,,0.05,6,2,0.0,61,,False,,0,False
0.9749109783395236,0.9736686176379632,0.9876267951543157,False,0.0,absolute_error,,0.6,,,0.0,2,2,0.0,245,,False,,0,False
0.947785690542413,0.9523030714042987,0.9589947299108112,True,0.0,squared_error,4,0.6,,,0.0,26,2,0.0,1993,,False,,0,False
0.6464637070576207,0.6612822140014869,0.6434738205510051,False,0.0,absolute_error,3,0.3,,,0.0,4,2,0.0,319,,False,,0,False
0.6317103177949959,0.6726170470603563,0.6556791021866417,False,0.0,friedman_mse,4,0.2,,,0.0,27,3,0.0,679,,False,,0,False
0.7457395982732091,0.7583160817939475,0.7493194091810732,True,0.0,absolute_error,4,sqrt,,,0.0,26,2,0.0,447,,False,,0,False
0.3884324812595611,0.41254005555765394,0.3970794613297901,True,0.0,squared_error,,0.3,,,0.02,9,2,0.0,2904,,False,,0,False
0.7573395782175179,0.7873128203681812,0.7768267657275123,False,0.0,squared_error,3,0.3,,,0.0,4,2,0.0,22,,False,,0,False
0.8752026473278527,0.8855599576404912,0.8834486862744444,True,0.0,absolute_error,,log2,,,0.0,11,2,0.0,49,,False,,0,False
0.8018438031681068,0.8184950674220101,0.8083539386739499,False,0.0,absolute_error,4,sqrt,,,0.0,7,2,0.0,544,,False,,0,False
0.9617789821668379,0.9642912308910228,0.9756066210709594,False,0.0,friedman_mse,3,0.9,,,0.0,1,2,0.0,1121,,False,,0,False
0.6598309550570647,0.6719920251583361,0.6661995621196508,True,0.0,absolute_error,3,sqrt,,,0.0,16,2,0.0,808,,False,,0,False
0.9390595299645779,0.9454606686646584,0.9519414592761811,False,0.0,absolute_error,4,0.6,,,0.0,21,2,0.0,2953,,False,,0,False
0.7333585274331922,0.7611377326759526,0.7471946247605294,False,0.0,squared_error,3,0.4,,,0.0,43,2,0.0,51,,False,,0,False
0.7345640342678894,0.767043923433766,0.7510296483156413,False,0.0,squared_error,2,0.5,,,0.0,1,3,0.0,2953,,False,,0,False
0.16697969110726574,0.18459375057538852,0.1760020087768176,False,0.0,squared_error,3,0.2,,,0.02,49,2,0.0,110,,False,,0,False
0.9832777649958128,0.966439871948702,0.9941046426694219,False,0.0,squared_error,,0.8,,,0.0,1,3,0.0,24,,False,,0,False
0.6327394459914918,0.6432198113227882,0.6335992113061379,True,0.0,absolute_error,3,log2,,,0.0,43,2,0.0,987,,False,,0,False
0.5816356072385662,0.6197453593233586,0.599694652493453,True,0.0,squared_error,2,0.3,,,0.0,20,2,0.0,1175,,False,,0,False
0.9725992447959899,0.9756156709096282,0.9827124398246923,True,0.0,absolute_error,,0.5,,,0.0,3,2,0.0,41,,False,,0,False
0.5314407152559779,0.5349396358208722,0.5059240421428481,False,0.0,absolute_error,4,0.1,,,0.0,2,2,0.0,15,,False,,0,False
0.977992545870725,0.9731240995292542,0.9848996849429966,False,0.0,friedman_mse,,,,,0.0,11,3,0.0,31,,False,,0,False
0.928759574428624,0.9286004069285517,0.9476720000803305,True,0.0,squared_error,2,,,,0.0,14,2,0.0,35,,False,,0,False
0.9739485779939256,0.974835494710985,0.9831814016787369,True,0.0,friedman_mse,4,0.9,,,0.0,10,2,0.0,1408,,False,,0,False
0.6412716466189622,0.6747948811801879,0.6544702292757845,True,0.0,friedman_mse,3,0.2,,,0.0,2,2,0.0,11,,False,,0,False
0.9101398201304663,0.9190269827039975,0.9210802483742241,True,0.0,absolute_error,2,0.8,,,0.0,11,2,0.0,110,,False,,0,False
0.4855068514874824,0.48836745439533125,0.4785714143490297,True,0.0,absolute_error,2,log2,,,0.0,3,2,0.0,132,,False,,0,False
0.3941356788374244,0.42820097155865267,0.4107225012875897,True,0.0,friedman_mse,2,0.1,,,0.0,5,2,0.0,676,,False,,0,False
0.9018411379172269,0.9132733241302369,0.9173578499449027,False,0.0,friedman_mse,3,0.7,,,0.0,6,2,0.0,63,,False,,0,False
0.9741183924812877,0.9733426308642849,0.9826282840473743,False,0.0,friedman_mse,,0.6,,,0.0,17,2,0.0,18,,False,,0,False
0.6853327960960565,0.7216740508904244,0.7047356921324879,True,0.0,friedman_mse,3,0.3,,,0.01,31,2,0.0,271,,False,,0,False
0.9682365589187414,0.9734189264839259,0.9804950162722685,False,0.0,absolute_error,,,,,0.0,42,2,0.0,11,,False,,0,False
0.7406683873261066,0.7724924853469817,0.7582100451331182,True,0.0,squared_error,3,0.4,,,0.0,27,2,0.0,491,,False,,0,False
0.9809640491155656,0.9681349386521048,0.9929185835660456,True,0.0,squared_error,,1.0,,,0.0,1,2,0.0,100,,False,,0,False
0.7263730369330563,0.7570601507388695,0.742966916782058,True,0.0,squared_error,3,0.4,,,0.0,27,2,0.0,491,,False,,0,False
0.5945376037881572,0.631135292495331,0.611714576287696,True,0.0,squared_error,2,0.3,,,0.0,20,2,0.0,1175,,False,,0,False
0.6619483648593116,0.6988147711242039,0.6756065733736126,False,0.0,absolute_error,2,0.8,,,0.05,6,2,0.0,61,,False,,0,False
0.4096524545012977,0.41552636503277884,0.3962936399038053,False,0.0,absolute_error,2,sqrt,,,0.0,17,2,0.0,36,,False,,0,False
0.35561768483286893,0.3601921801562138,0.3556416373848226,True,0.0,absolute_error,,0.2,,,0.05,31,2,0.0,13,,False,,0,False
0.6765508880201545,0.7031834655829406,0.6865731939106093,True,0.0,friedman_mse,3,0.2,,,0.0,2,2,0.0,11,,False,,0,False
0.7718555383641512,0.7889997904603749,0.7765699234050322,False,0.0,absolute_error,4,sqrt,,,0.0,7,2,0.0,544,,False,,0,False
0.9742479539751685,0.974765194344814,0.9832970657168563,True,0.0,friedman_mse,4,0.9,,,0.0,10,2,0.0,1408,,False,,0,False
0.8943803196033747,0.907000899604627,0.9077437704640245,True,0.0,absolute_error,,log2,,,0.0,11,2,0.0,49,,False,,0,False
0.8983545074726385,0.9099335965366174,0.911176663418921,True,0.0,absolute_error,2,0.8,,,0.0,11,2,0.0,110,,False,,0,False
0.7898484440755735,0.8061525293964974,0.7931961200105921,False,0.0,absolute_error,4,sqrt,,,0.0,2,2,0.0,266,,False,,0,False
0.4856112209002005,0.487360048511546,0.483666077056617,True,0.0,absolute_error,2,log2,,,0.0,3,2,0.0,132,,False,,0,False
0.6539859574961198,0.664394563864104,0.6581059318119769,True,0.0,absolute_error,3,sqrt,,,0.0,16,2,0.0,808,,False,,0,False
0.6465525107819114,0.6544516502573159,0.646651847805211,True,0.0,absolute_error,3,log2,,,0.0,43,2,0.0,987,,False,,0,False
0.7128621695672304,0.7435271445578555,0.729394024055275,True,0.0,friedman_mse,3,log2,,,0.0,8,2,0.0,695,,False,,0,False
0.7187457194000586,0.7298708385740804,0.7216450141460015,True,0.0,absolute_error,4,sqrt,,,0.0,26,2,0.0,447,,False,,0,False
0.5919028638626438,0.6288232298503311,0.6090150740867016,True,0.0,friedman_mse,2,sqrt,,,0.0,15,2,0.0,1018,,False,,0,False
0.8888346405028726,0.900719519114588,0.9026373783225927,True,0.0,squared_error,2,0.8,,,0.0,2,2,0.0,577,,False,,0,False
0.7347210353018259,0.769524245969849,0.7539216518989307,False,0.0,squared_error,3,0.3,,,0.0,4,2,0.0,22,,False,,0,False
0.38100819157602506,0.41449606584030063,0.39738683448240364,True,0.0,friedman_mse,2,0.1,,,0.0,5,2,0.0,676,,False,,0,False
0.977992545870725,0.9731240995292542,0.9848996849429966,False,0.0,friedman_mse,,,,,0.0,11,3,0.0,31,,False,,0,False
0.6885270785423265,0.7054810018181839,0.6898914640949279,False,0.0,absolute_error,3,0.4,,,0.0,8,2,0.0,331,,False,,0,False
0.9641352181435903,0.9675188248260156,0.9761353310223192,False,0.0,friedman_mse,,0.6,,,0.0,17,2,0.0,18,,False,,0,False
0.7155752307180441,0.7496220640801526,0.7334778281687717,True,0.0,friedman_mse,3,0.3,,,0.01,31,2,0.0,271,,False,,0,False
0.9470463071608461,0.9516779398098457,0.9584604363870776,True,0.0,squared_error,4,0.6,,,0.0,26,2,0.0,1993,,False,,0,False
0.929936271315804,0.9294795615457018,0.9486807324811879,True,0.0,squared_error,2,,,,0.0,14,2,0.0,35,,False,,0,False
0.9578954399877898,0.9597951359143586,0.9728114598687172,False,0.0,friedman_mse,3,0.9,,,0.0,29,2,0.0,74,,False,,0,False
0.6806562624537245,0.7005180729910323,0.6820585743792297,False,0.0,absolute_error,3,0.3,,,0.0,4,2,0.0,319,,False,,0,False
0.14056849643569147,0.15680704785441069,0.14938460323825187,False,0.0,squared_error,3,0.2,,,0.02,49,2,0.0,110,,False,,0,False
0.7434145155543643,0.7753019204920157,0.7597695701394492,False,0.0,squared_error,2,0.5,,,0.0,1,3,0.0,2953,,False,,0,False
0.6754950253544634,0.707386213886815,0.6887619332726851,False,0.0,squared_error,2,0.4,,,0.0,4,2,0.0,33,,False,,0,False
0.8349277069725058,0.8565768539148322,0.8500507404915757,False,0.0,friedman_mse,2,0.7,,,0.0,24,2,0.0,24,,False,,0,False
0.9682365589187414,0.9734189264839259,0.9804950162722685,False,0.0,absolute_error,,,,,0.0,42,2,0.0,11,,False,,0,False
0.8188986442797098,0.8420335831266803,0.8368066655897293,True,0.0,friedman_mse,4,sqrt,,,0.0,3,3,0.0,46,,False,,0,False
0.9412457637005062,0.9474116159680137,0.9539429506606657,False,0.0,absolute_error,4,0.6,,,0.0,21,2,0.0,2953,,False,,0,False
0.9753911265817974,0.9742374129162561,0.987981978705408,False,0.0,absolute_error,,0.6,,,0.0,2,2,0.0,245,,False,,0,False
0.8985741698810162,0.913776424393594,0.9128142536295745,False,0.0,friedman_mse,,sqrt,,,0.0,16,2,0.0,2845,,False,,0,False
0.5052484235502976,0.49130992799634543,0.4882046222604679,False,0.0,absolute_error,4,0.1,,,0.0,2,2,0.0,15,,False,,0,False
0.644629625110697,0.6855531630507893,0.6671603785492244,False,0.0,friedman_mse,4,0.2,,,0.0,27,3,0.0,679,,False,,0,False
0.8012233483522541,0.814529242785893,0.8094625106939781,True,0.0,absolute_error,4,log2,,,0.0,6,2,0.0,46,,False,,0,False
0.38936911358328974,0.413095103829746,0.3976695343074025,True,0.0,squared_error,,0.3,,,0.02,9,2,0.0,2904,,False,,0,False
0.9382646921013906,0.9444839147999077,0.9519759141349647,False,0.0,friedman_mse,3,0.7,,,0.0,6,2,0.0,63,,False,,0,False
0.9682554812561825,0.9726366168850886,0.9795621229929072,True,0.0,absolute_error,,0.5,,,0.0,3,2,0.0,41,,False,,0,False
0.5180523365685401,0.5589730601389244,0.5366489989924061,False,0.0,friedman_mse,3,0.1,,,0.0,32,2,0.0,158,,False,,0,False
0.9623600053170953,0.9648331869633797,0.9760279172452416,False,0.0,friedman_mse,3,0.9,,,0.0,1,2,0.0,1121,,False,,0,False
0.6956914601644294,0.7311676732926135,0.7132455705074332,True,0.0,squared_error,2,log2,,,0.0,10,3,0.0,122,,False,,0,False
0.9828164504902923,0.9657861005196964,0.9940722614579672,False,0.0,squared_error,,0.8,,,0.0,1,3,0.0,24,,False,,0,False
0.608902046409066,0.6463434443778816,0.6258439812507437,False,0.0,squared_error,2,0.3,,,0.0,21,2,0.0,232,,False,,0,False
0.01981263104413944,0.00043681879776524823,-0.001984309653642047,True,0.0,absolute_error,2,0.1,,,0.01,7,2,0.0,190,,False,,0,False
0.9806126186410008,0.9671812937333538,0.9925452837879942,True,0.0,squared_error,,1.0,,,0.0,1,2,0.0,100,,False,,0,False
0.4561196317744646,0.4600154093112604,0.45365811207863016,True,0.0,absolute_error,2,log2,,,0.0,3,2,0.0,132,,False,,0,False
0.9389014686424979,0.9455020144530984,0.9516283788426658,False,0.0,absolute_error,4,0.6,,,0.0,21,2,0.0,2953,,False,,0,False
0.9648937825859231,0.9717103188358427,0.9762691844226039,True,0.0,absolute_error,,0.5,,,0.0,3,2,0.0,41,,False,,0,False
0.7150719499323195,0.7535651171260996,0.7358828288367552,False,0.0,squared_error,3,0.4,,,0.0,43,2,0.0,51,,False,,0,False
0.9682365589187414,0.9734189264839259,0.9804950162722685,False,0.0,absolute_error,,,,,0.0,42,2,0.0,11,,False,,0,False
0.8260197285425903,0.8500439091858593,0.8423064162116335,False,0.0,friedman_mse,2,0.7,,,0.0,24,2,0.0,24,,False,,0,False
0.8982160164100847,0.9134554517609197,0.9131843501654834,False,0.0,friedman_mse,,sqrt,,,0.0,16,2,0.0,2845,,False,,0,False
0.8864481971215666,0.895503350928925,0.8980650339934477,True,0.0,absolute_error,2,0.8,,,0.0,11,2,0.0,110,,False,,0,False
0.9486618527267641,0.9530657336552188,0.9598579486516035,True,0.0,squared_error,4,0.6,,,0.0,26,2,0.0,1993,,False,,0,False
0.578444744288915,0.6128808832586619,0.593321502433688,True,0.0,squared_error,2,log2,,,0.0,10,3,0.0,122,,False,,0,False
0.8935939728218982,0.9039343687369156,0.9068314197173651,True,0.0,squared_error,2,0.8,,,0.0,2,2,0.0,577,,False,,0,False
0.6906241211553428,0.7076063527267444,0.6910418070873794,False,0.0,absolute_error,3,0.3,,,0.0,4,2,0.0,319,,False,,0,False
0.9646873933025045,0.968266998497675,0.9753503065136904,False,0.0,friedman_mse,,0.6,,,0.0,17,2,0.0,18,,False,,0,False
0.9741188571192322,0.9746438917065797,0.9832384772704581,True,0.0,friedman_mse,4,0.9,,,0.0,10,2,0.0,1408,,False,,0,False
-0.08559779862114847,-0.10825492205013498,-0.10704506281272774,True,0.0,absolute_error,,0.2,,,0.05,31,2,0.0,13,,False,,0,False
0.38350047256700326,0.4180315272616393,0.400991024882539,True,0.0,friedman_mse,2,0.1,,,0.0,5,2,0.0,676,,False,,0,False
0.699645982875535,0.7228094846673732,0.7026380257571856,False,0.0,absolute_error,4,0.1,,,0.0,2,2,0.0,15,,False,,0,False
0.7306002318986236,0.746612299487825,0.7379903330945883,True,0.0,absolute_error,4,sqrt,,,0.0,26,2,0.0,447,,False,,0,False
0.6765060855803572,0.7143570181744239,0.6914009361034891,False,0.0,absolute_error,2,0.8,,,0.05,6,2,0.0,61,,False,,0,False
0.8004378159946992,0.8102281806804674,0.8076851425844845,True,0.0,absolute_error,4,log2,,,0.0,6,2,0.0,46,,False,,0,False
0.7059056546550131,0.7406198749343718,0.7237777157107906,True,0.0,friedman_mse,3,0.3,,,0.01,31,2,0.0,271,,False,,0,False
0.6522277340578594,0.6937729549487037,0.6709437809533236,False,0.0,squared_error,3,0.3,,,0.0,4,2,0.0,22,,False,,0,False
0.607704822598994,0.6476213397718935,0.6268284721953694,False,0.0,squared_error,2,0.3,,,0.0,21,2,0.0,232,,False,,0,False
0.8256612107425958,0.8336731761401831,0.831514632873642,True,0.0,absolute_error,,log2,,,0.0,11,2,0.0,49,,False,,0,False
0.7938502656766557,0.8096686294061685,0.8006948982820098,False,0.0,absolute_error,4,sqrt,,,0.0,2,2,0.0,266,,False,,0,False
0.6761199097323964,0.6929844118264893,0.6748716003737476,False,0.0,absolute_error,3,0.4,,,0.0,8,2,0.0,331,,False,,0,False
0.6456555495452918,0.6550883282198997,0.6448548264527046,True,0.0,absolute_error,3,log2,,,0.0,43,2,0.0,987,,False,,0,False
0.7759558184578728,0.7989527842549528,0.7921994052542611,True,0.0,friedman_mse,4,sqrt,,,0.0,3,3,0.0,46,,False,,0,False
0.1942149316887336,0.2129830722636863,0.20325062813703443,False,0.0,squared_error,3,0.2,,,0.02,49,2,0.0,110,,False,,0,False
0.5685420612447158,0.6056008477188995,0.585598183030104,True,0.0,squared_error,2,0.3,,,0.0,20,2,0.0,1175,,False,,0,False
0.7769696250221267,0.7931881983750237,0.7824829921910191,False,0.0,absolute_error,4,sqrt,,,0.0,7,2,0.0,544,,False,,0,False
0.977992545870725,0.9731240995292542,0.9848996849429966,False,0.0,friedman_mse,,,,,0.0,11,3,0.0,31,,False,,0,False
0.6044661820954167,0.6254896295580404,0.6106836521083483,True,0.0,friedman_mse,3,0.2,,,0.0,2,2,0.0,11,,False,,0,False
0.4537970845062188,0.47055904528513237,0.44944908889184576,False,0.0,absolute_error,2,sqrt,,,0.0,17,2,0.0,36,,False,,0,False
0.6824095098413638,0.6945402407571198,0.6882858352849555,True,0.0,absolute_error,3,sqrt,,,0.0,16,2,0.0,808,,False,,0,False
0.7317624406661412,0.7641917622572136,0.7480488835231398,False,0.0,squared_error,2,0.5,,,0.0,1,3,0.0,2953,,False,,0,False
0.6307126188017047,0.6662086479056022,0.646859423169168,False,0.0,squared_error,2,0.4,,,0.0,4,2,0.0,33,,False,,0,False
-0.026623992700403942,-0.04805827787596462,-0.049300884673108,True,0.0,absolute_error,2,0.1,,,0.01,7,2,0.0,190,,False,,0,False
0.4879723455335939,0.5288637556028204,0.5089292476445826,False,0.0,friedman_mse,3,0.1,,,0.0,32,2,0.0,158,,False,,0,False
0.9619076906724661,0.9644121913103982,0.9758422251261457,False,0.0,friedman_mse,3,0.9,,,0.0,1,2,0.0,1121,,False,,0,False
0.9286434006394572,0.9283699743394784,0.9476727930033964,True,0.0,squared_error,2,,,,0.0,14,2,0.0,35,,False,,0,False
0.7058318225077942,0.7381986172964723,0.7230260751118183,True,0.0,squared_error,3,0.4,,,0.0,27,2,0.0,491,,False,,0,False
0.9611410638864389,0.9638869726357304,0.9753923096359504,False,0.0,friedman_mse,3,0.9,,,0.0,29,2,0.0,74,,False,,0,False
0.7328019126511278,0.7645704964283795,0.7515795961522245,True,0.0,friedman_mse,3,log2,,,0.0,8,2,0.0,695,,False,,0,False
0.5868133273054394,0.6250963519578256,0.6046828228949066,True,0.0,friedman_mse,2,sqrt,,,0.0,15,2,0.0,1018,,False,,0,False
0.9757953767339879,0.9736356137670036,0.9879426039596949,False,0.0,absolute_error,,0.6,,,0.0,2,2,0.0,245,,False,,0,False
0.4174956521263411,0.44251390437634064,0.4263443280711582,True,0.0,squared_error,,0.3,,,0.02,9,2,0.0,2904,,False,,0,False
0.9182326634855623,0.9299893299650931,0.932774664445269,False,0.0,friedman_mse,3,0.7,,,0.0,6,2,0.0,63,,False,,0,False
0.6176355918002663,0.6603651901313125,0.6418973373442662,False,0.0,friedman_mse,4,0.2,,,0.0,27,3,0.0,679,,False,,0,False
0.9802106293061443,0.9683651157667562,0.9929102967356065,True,0.0,squared_error,,1.0,,,0.0,1,2,0.0,100,,False,,0,False
0.6219274949412357,0.6630858149063703,0.6463201163179182,False,0.0,friedman_mse,4,0.2,,,0.0,27,3,0.0,679,,False,,0,False
0.36870740630133925,0.4018598194619357,0.38534170849687754,True,0.0,friedman_mse,2,0.1,,,0.0,5,2,0.0,676,,False,,0,False
0.935119945472696,0.9350580367128152,0.9528787366327958,True,0.0,squared_error,2,,,,0.0,14,2,0.0,35,,False,,0,False
0.8267304282270526,0.8374404025512263,0.8383509993029388,True,0.0,absolute_error,4,log2,,,0.0,6,2,0.0,46,,False,,0,False
0.8245358333173458,0.8484100982099532,0.8385788951819131,False,0.0,friedman_mse,2,0.7,,,0.0,24,2,0.0,24,,False,,0,False
0.897389182961731,0.9132405542149118,0.9124527076750018,False,0.0,friedman_mse,,sqrt,,,0.0,16,2,0.0,2845,,False,,0,False
0.9477169760165387,0.9523426068813237,0.9588348230314937,True,0.0,squared_error,4,0.6,,,0.0,26,2,0.0,1993,,False,,0,False
0.977992545870725,0.9731240995292542,0.9848996849429966,False,0.0,friedman_mse,,,,,0.0,11,3,0.0,31,,False,,0,False
0.6086975816327818,0.6483584253490327,0.6279304209008836,False,0.0,squared_error,2,0.3,,,0.0,21,2,0.0,232,,False,,0,False
0.4021228602633867,0.426254408336205,0.41066100731062993,True,0.0,squared_error,,0.3,,,0.02,9,2,0.0,2904,,False,,0,False
0.888213213841497,0.8963231603326327,0.8985979007306147,True,0.0,absolute_error,2,0.8,,,0.0,11,2,0.0,110,,False,,0,False
0.7457951368860939,0.7774366920982265,0.7619963953410884,False,0.0,squared_error,2,0.5,,,0.0,1,3,0.0,2953,,False,,0,False
0.6617952511341699,0.67513045168859,0.6557470951476225,False,0.0,absolute_error,3,0.3,,,0.0,4,2,0.0,319,,False,,0,False
0.5020902996057703,0.5373420018856384,0.5209175665868766,False,0.0,squared_error,2,0.4,,,0.0,4,2,0.0,33,,False,,0,False
0.9750290973982025,0.9739351357925117,0.9879236402279623,False,0.0,absolute_error,,0.6,,,0.0,2,2,0.0,245,,False,,0,False
0.7242693845570507,0.7552745893106203,0.7412520185968365,True,0.0,friedman_mse,3,log2,,,0.0,8,2,0.0,695,,False,,0,False
0.4157782292803227,0.45639768234636546,0.44332539672294935,True,0.0,friedman_mse,3,0.2,,,0.0,2,2,0.0,11,,False,,0,False
0.9200614291135341,0.9297647745183281,0.9338684334155237,False,0.0,friedman_mse,3,0.7,,,0.0,6,2,0.0,63,,False,,0,False
-0.08559779862114802,-0.10825492205013454,-0.1070450628127273,True,0.0,absolute_error,,0.2,,,0.05,31,2,0.0,13,,False,,0,False
0.8000587221916855,0.8180002752115707,0.8058660470993522,False,0.0,absolute_error,4,sqrt,,,0.0,7,2,0.0,544,,False,,0,False
0.5965538714580811,0.6341208793836774,0.6141670923331294,True,0.0,squared_error,2,0.3,,,0.0,20,2,0.0,1175,,False,,0,False
-0.001914016281323816,-0.023547514840566386,-0.023488530372185235,True,0.0,absolute_error,2,0.1,,,0.01,7,2,0.0,190,,False,,0,False
0.49552370950285707,0.5000131459737652,0.4859619692756455,False,0.0,absolute_error,2,sqrt,,,0.0,17,2,0.0,36,,False,,0,False
0.1660947405466754,0.17995318922947445,0.17261348783846087,False,0.0,squared_error,3,0.2,,,0.02,49,2,0.0,110,,False,,0,False
0.6420524282732517,0.6528527278867342,0.6426878830390239,True,0.0,absolute_error,3,sqrt,,,0.0,16,2,0.0,808,,False,,0,False
0.6527528923258497,0.6710279388472858,0.6533652438650901,False,0.0,absolute_error,3,0.4,,,0.0,8,2,0.0,331,,False,,0,False
0.572409405493733,0.6095834052822486,0.5896727151593663,True,0.0,friedman_mse,2,sqrt,,,0.0,15,2,0.0,1018,,False,,0,False
0.769412973234243,0.78488460090782,0.7739016388027399,False,0.0,absolute_error,4,sqrt,,,0.0,2,2,0.0,266,,False,,0,False
0.8371705115125508,0.8526427946709673,0.8494998514441208,True,0.0,absolute_error,,log2,,,0.0,11,2,0.0,49,,False,,0,False
0.6370315779952089,0.6721400916492575,0.6487449875681481,False,0.0,absolute_error,2,0.8,,,0.05,6,2,0.0,61,,False,,0,False
0.9690815749660636,0.9745585746505913,0.9793822488853791,True,0.0,absolute_error,,0.5,,,0.0,3,2,0.0,41,,False,,0,False
0.7540904394348206,0.7644405816613778,0.7566623621840539,True,0.0,absolute_error,4,sqrt,,,0.0,26,2,0.0,447,,False,,0,False
0.7983976376438904,0.8199379652786364,0.8164979012011029,True,0.0,friedman_mse,4,sqrt,,,0.0,3,3,0.0,46,,False,,0,False
0.9739034073764653,0.9746931062230951,0.9832049097025699,True,0.0,friedman_mse,4,0.9,,,0.0,10,2,0.0,1408,,False,,0,False
0.6766227659591848,0.7046019765191586,0.6867277090429365,False,0.0,squared_error,3,0.4,,,0.0,43,2,0.0,51,,False,,0,False
0.6170950147104259,0.6540386986635833,0.6341741941229975,True,0.0,squared_error,2,log2,,,0.0,10,3,0.0,122,,False,,0,False
0.7464037316006245,0.7749605806095807,0.7613048168902132,True,0.0,squared_error,3,0.4,,,0.0,27,2,0.0,491,,False,,0,False
0.9611220997395727,0.9635804961796869,0.9754130919235777,False,0.0,friedman_mse,3,0.9,,,0.0,29,2,0.0,74,,False,,0,False
0.9399768220355655,0.9463243074215687,0.9528973970724927,False,0.0,absolute_error,4,0.6,,,0.0,21,2,0.0,2953,,False,,0,False
0.9839290488409607,0.9661533494268714,0.9940610182789311,False,0.0,squared_error,,0.8,,,0.0,1,3,0.0,24,,False,,0,False
0.9615598674824584,0.9637890205272279,0.9754572459435015,False,0.0,friedman_mse,3,0.9,,,0.0,1,2,0.0,1121,,False,,0,False
0.6336595551297719,0.6414848062877131,0.6334421122458278,True,0.0,absolute_error,3,log2,,,0.0,43,2,0.0,987,,False,,0,False
0.5216954491160544,0.5607440595553841,0.5432547770041596,False,0.0,friedman_mse,3,0.1,,,0.0,32,2,0.0,158,,False,,0,False
0.6669750701946886,0.6986582786590286,0.681457312189946,False,0.0,squared_error,3,0.3,,,0.0,4,2,0.0,22,,False,,0,False
0.8910204607831883,0.9021385207304542,0.9041760807899516,True,0.0,squared_error,2,0.8,,,0.0,2,2,0.0,577,,False,,0,False
0.49462430573285177,0.5148077933411163,0.4911373670899696,False,0.0,absolute_error,4,0.1,,,0.0,2,2,0.0,15,,False,,0,False
0.9682365589187414,0.9734189264839259,0.9804950162722685,False,0.0,absolute_error,,,,,0.0,42,2,0.0,11,,False,,0,False
0.9646443788428384,0.965213528922308,0.9743629704530852,False,0.0,friedman_mse,,0.6,,,0.0,17,2,0.0,18,,False,,0,False
0.721536341139528,0.7526377884158784,0.737800968893928,True,0.0,friedman_mse,3,0.3,,,0.01,31,2,0.0,271,,False,,0,False
